kind,condition,frequency,power
bw,independent,23.4375,2.929555547986599e-07
bw,independent,23.828125,3.0935654673491197e-07
bw,independent,24.21875,2.916368996541577e-07
bw,independent,24.609375,2.495391500593649e-07
bw,independent,25.0,2.2035274919782375e-07
bw,independent,25.390625,2.4075484702819073e-07
bw,independent,25.78125,2.3111055459639786e-07
bw,independent,26.171875,2.2022434601569437e-07
bw,independent,26.5625,2.429856606453455e-07
bw,independent,26.953125,2.421229352421866e-07
bw,independent,27.34375,2.3309920892412512e-07
bw,independent,27.734375,2.3720116209133028e-07
bw,independent,28.125,2.362796324350315e-07
bw,independent,28.515625,2.3788148395939239e-07
bw,independent,28.90625,2.303378581863548e-07
bw,independent,29.296875,2.1973478514909168e-07
bw,independent,29.6875,2.3041992563005438e-07
bw,independent,30.078125,2.3340754907164178e-07
bw,independent,30.46875,2.4679230335875063e-07
bw,independent,30.859375,2.1840013717643928e-07
bw,independent,31.25,2.1466395579830827e-07
bw,independent,31.640625,2.542133671122865e-07
bw,independent,32.03125,2.451728881521155e-07
bw,independent,32.421875,2.543779126996342e-07
bw,independent,32.8125,2.609455416755816e-07
bw,independent,33.203125,2.3431502777391755e-07
bw,independent,33.59375,2.1013885744863623e-07
bw,independent,33.984375,2.145593593423171e-07
bw,independent,34.375,2.39058986637748e-07
bw,independent,34.765625,2.3242597583450785e-07
bw,independent,35.15625,2.218979367336647e-07
bw,independent,35.546875,2.7604937455405044e-07
bw,independent,35.9375,2.759750902685974e-07
bw,independent,36.328125,2.1456258721389503e-07
