distribution_index,model,kind,snr,active,noise_seed,training_seed,n_fixed_training_seeds,outcome,lhs,rhs,metric,point,ci95_low,ci95_high,n_bootstrap,n_valid,n_invalid,ci_method,conditioning
823,resnet,bandpass,0,all,8128,29,1,clean_drop,clean,covariance,auroc_NORM,0.10495009928005661,0.08993147495475906,0.11930405462700962,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
824,resnet,bandpass,0,all,8128,29,1,clean_drop,clean,covariance,auroc_MI,0.14275440976933518,0.11807509466862205,0.16768708893445727,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
825,resnet,bandpass,0,all,8128,29,1,clean_drop,clean,covariance,auroc_STTC,0.09772335283985856,0.08158831092325161,0.11502529278555798,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
826,resnet,bandpass,0,all,8128,29,1,clean_drop,clean,covariance,auroc_CD,0.06514450137805206,0.04772805900672582,0.08321176211675928,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
827,resnet,bandpass,0,all,8128,29,1,clean_drop,clean,covariance,auroc_HYP,0.045243904403001856,0.030425070200095806,0.060750661649125175,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
828,resnet,bandpass,0,all,8128,43,1,clean_drop,clean,covariance,macro_auroc,0.07970860669357782,0.0713110491966989,0.08739050668428876,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
829,resnet,bandpass,0,all,8128,43,1,clean_drop,clean,covariance,auroc_NORM,0.07394865244159421,0.06108831395382737,0.08635951842374608,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
830,resnet,bandpass,0,all,8128,43,1,clean_drop,clean,covariance,auroc_MI,0.12124547715965628,0.10067291739805644,0.14137418210484373,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
831,resnet,bandpass,0,all,8128,43,1,clean_drop,clean,covariance,auroc_STTC,0.1039469935289613,0.08708238579390923,0.12185114909793802,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
832,resnet,bandpass,0,all,8128,43,1,clean_drop,clean,covariance,auroc_CD,0.0580613621365631,0.03992545578798815,0.07493772390477897,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
833,resnet,bandpass,0,all,8128,43,1,clean_drop,clean,covariance,auroc_HYP,0.041340548201114435,0.029118534975560984,0.05473304357421662,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
834,resnet,bandpass,0,all,8128,mean_fixed_seeds,3,clean_drop,clean,covariance,macro_auroc,0.0934891990690282,0.08645613475495456,0.10023733709981446,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
835,resnet,bandpass,0,all,8128,mean_fixed_seeds,3,clean_drop,clean,covariance,auroc_NORM,0.08191625716358834,0.07242552206143414,0.09069102379351503,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
836,resnet,bandpass,0,all,8128,mean_fixed_seeds,3,clean_drop,clean,covariance,auroc_MI,0.15554179858284337,0.1363578416264832,0.17445806570895928,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
837,resnet,bandpass,0,all,8128,mean_fixed_seeds,3,clean_drop,clean,covariance,auroc_STTC,0.11118797513201395,0.09878079754854284,0.12432790407336497,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
838,resnet,bandpass,0,all,8128,mean_fixed_seeds,3,clean_drop,clean,covariance,auroc_CD,0.07166477427118516,0.05892689666594755,0.08450843066342484,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
839,resnet,bandpass,0,all,8128,mean_fixed_seeds,3,clean_drop,clean,covariance,auroc_HYP,0.04713519019551001,0.03575953457203285,0.05910465014923969,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
840,resnet,bandpass,0,all,8128,17,1,absolute,marginal_shift,,macro_auroc,0.8200165756163162,0.8084636445939251,0.8310889776597079,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
841,resnet,bandpass,0,all,8128,17,1,absolute,marginal_shift,,auroc_NORM,0.878732343574169,0.8635177514923968,0.8935109345896938,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
842,resnet,bandpass,0,all,8128,17,1,absolute,marginal_shift,,auroc_MI,0.7337856173677069,0.7084097474546928,0.7590810702914609,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
843,resnet,bandpass,0,all,8128,17,1,absolute,marginal_shift,,auroc_STTC,0.8074681343265208,0.786613776046808,0.8274443408579624,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
844,resnet,bandpass,0,all,8128,17,1,absolute,marginal_shift,,auroc_CD,0.8314821823686969,0.8072323300522204,0.8547929204213504,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
845,resnet,bandpass,0,all,8128,17,1,absolute,marginal_shift,,auroc_HYP,0.8486146004444874,0.8203967423833433,0.8741159595264721,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
846,resnet,bandpass,0,all,8128,29,1,absolute,marginal_shift,,macro_auroc,0.8341350873928841,0.8227419699636298,0.844978003875966,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
847,resnet,bandpass,0,all,8128,29,1,absolute,marginal_shift,,auroc_NORM,0.8560108969095009,0.8396208927033791,0.87126661279767,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
848,resnet,bandpass,0,all,8128,29,1,absolute,marginal_shift,,auroc_MI,0.7725621890547264,0.7473822726009121,0.7965944148328233,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
849,resnet,bandpass,0,all,8128,29,1,absolute,marginal_shift,,auroc_STTC,0.8560214427168279,0.8373247765298479,0.8743434880013183,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
850,resnet,bandpass,0,all,8128,29,1,absolute,marginal_shift,,auroc_CD,0.83756696168627,0.8135250621139772,0.8615548934586199,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
851,resnet,bandpass,0,all,8128,29,1,absolute,marginal_shift,,auroc_HYP,0.8485139465970948,0.8179502920327169,0.8756669307369566,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
852,resnet,bandpass,0,all,8128,43,1,absolute,marginal_shift,,macro_auroc,0.8457272787561662,0.835030525040581,0.8560337939962127,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
853,resnet,bandpass,0,all,8128,43,1,absolute,marginal_shift,,auroc_NORM,0.8747646171960879,0.8589243026897802,0.889479124749617,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
854,resnet,bandpass,0,all,8128,43,1,absolute,marginal_shift,,auroc_MI,0.8053448665762099,0.7836943515421777,0.8277421113908907,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
855,resnet,bandpass,0,all,8128,43,1,absolute,marginal_shift,,auroc_STTC,0.8412021897647609,0.8209626765063076,0.8603596885975002,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
856,resnet,bandpass,0,all,8128,43,1,absolute,marginal_shift,,auroc_CD,0.8525641958774892,0.8305117146000568,0.8738297978225062,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
857,resnet,bandpass,0,all,8128,43,1,absolute,marginal_shift,,auroc_HYP,0.8547605243662834,0.8276266158649291,0.8791450393961283,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
858,resnet,bandpass,0,all,8128,mean_fixed_seeds,3,absolute,marginal_shift,,macro_auroc,0.8332929805884555,0.823221964240379,0.8427850961330193,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
859,resnet,bandpass,0,all,8128,mean_fixed_seeds,3,absolute,marginal_shift,,auroc_NORM,0.8698359525599192,0.8565873798108165,0.8828011109069333,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
860,resnet,bandpass,0,all,8128,mean_fixed_seeds,3,absolute,marginal_shift,,auroc_MI,0.770564224332881,0.7497218271347077,0.790541204080928,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
861,resnet,bandpass,0,all,8128,mean_fixed_seeds,3,absolute,marginal_shift,,auroc_STTC,0.8348972556027032,0.8185921040738268,0.8514479766569525,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
862,resnet,bandpass,0,all,8128,mean_fixed_seeds,3,absolute,marginal_shift,,auroc_CD,0.8405377799774852,0.8211648966952962,0.8597360581135919,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
863,resnet,bandpass,0,all,8128,mean_fixed_seeds,3,absolute,marginal_shift,,auroc_HYP,0.8506296904692885,0.8235715099033534,0.8751802221673617,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
864,resnet,bandpass,0,all,8128,17,1,clean_drop,clean,marginal_shift,macro_auroc,0.08687572370202956,0.07892671453945024,0.09511437202597728,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
865,resnet,bandpass,0,all,8128,17,1,clean_drop,clean,marginal_shift,auroc_NORM,0.055365685162736766,0.04555713061878635,0.06517851983250704,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
866,resnet,bandpass,0,all,8128,17,1,clean_drop,clean,marginal_shift,auroc_MI,0.15244911804613304,0.12928701751505656,0.17580837656236178,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
867,resnet,bandpass,0,all,8128,17,1,clean_drop,clean,marginal_shift,auroc_STTC,0.11190828220247462,0.09572622784251622,0.1286518098682573,2000,2000,0,patient_cluster_percentile_95,"95% percentile patient-cluster CI; fixed trained models, fixed test-noise realization (base 8128); not joint patient/training/noise uncertainty"
