model,kind,snr,condition,active,metric,n_seeds,mean,std,ci95_low,ci95_high
resnet,bandpass,10,covariance,RA,f1_NORM,1,0.703125,,,
resnet,bandpass,10,covariance,RA,f1_MI,1,0.2162162162162162,,,
resnet,bandpass,10,covariance,RA,f1_STTC,1,0.32,,,
resnet,bandpass,10,covariance,RA,f1_CD,1,0.3076923076923077,,,
resnet,bandpass,10,covariance,RA,f1_HYP,1,0.5,,,
resnet,bandpass,10,covariance,all,macro_auroc,1,0.64406307685631,,,
resnet,bandpass,10,covariance,all,macro_ap,1,0.4131323698064201,,,
resnet,bandpass,10,covariance,all,macro_f1,1,0.4413869047619048,,,
resnet,bandpass,10,covariance,all,micro_auroc,1,0.4430233534946236,,,
resnet,bandpass,10,covariance,all,micro_ap,1,0.2693300339890112,,,
resnet,bandpass,10,covariance,all,micro_f1,1,0.5058823529411764,,,
resnet,bandpass,10,covariance,all,brier,1,0.2651417553424835,,,
resnet,bandpass,10,covariance,all,ece,1,0.3001673046052455,,,
resnet,bandpass,10,covariance,all,mean_loss,1,0.7718254794178726,,,
resnet,bandpass,10,covariance,all,mean_confidence,1,0.6420068740844727,,,
resnet,bandpass,10,covariance,all,mean_entropy,1,0.6089756805503634,,,
resnet,bandpass,10,covariance,all,clean_agreement,1,0.9,,,
resnet,bandpass,10,covariance,all,probability_shift,1,0.0215288996696472,,,
resnet,bandpass,10,covariance,all,auroc_NORM,1,0.6802721088435374,,,
resnet,bandpass,10,covariance,all,auroc_MI,1,0.5380116959064327,,,
resnet,bandpass,10,covariance,all,auroc_STTC,1,0.4831349206349206,,,
resnet,bandpass,10,covariance,all,auroc_CD,1,0.6311188811188811,,,
resnet,bandpass,10,covariance,all,auroc_HYP,1,0.8877777777777778,,,
resnet,bandpass,10,covariance,all,ap_NORM,1,0.6265964593615001,,,
resnet,bandpass,10,covariance,all,ap_MI,1,0.2138200348587235,,,
resnet,bandpass,10,covariance,all,ap_STTC,1,0.317510553219556,,,
resnet,bandpass,10,covariance,all,ap_CD,1,0.34400825036577,,,
resnet,bandpass,10,covariance,all,ap_HYP,1,0.5637265512265511,,,
resnet,bandpass,10,covariance,all,f1_NORM,1,0.703125,,,
